тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Change tracking и versioning,"Отслеживание изменений и версионирование CI обеспечивает исторический контекст, позволяя анализировать эволюцию конфигураций и выполнять откат при необходимости.","Change tracking фиксирует каждое изменение CI с сохранением предыдущей версии. Версионирование поддерживает: историю изменений (timeline), сравнение версий (diff), откат к предыдущей версии (rollback), аннотации (причина изменения). Технические реализации: temporal tables (SQL Server, PostgreSQL), event sourcing, audit triggers. Интеграция с change management связывает версии CI с approved change requests.",Версионирование позволяет коррелировать изменения конфигурации с инцидентами — часто сбой вызван недавним изменением. Возможность быстрого отката сокращает время восстановления на 30–40%. Для compliance версионирование документирует историю изменений на 3–7 лет.
функция,2,Encryption at rest и in transit,Шифрование данных CMDB при хранении (at rest) и передаче (in transit) защищает конфигурационную информацию от несанкционированного доступа.,"Encryption at rest: AES-256 для хранилища CMDB, шифрование отдельных чувствительных атрибутов (пароли, ключи), TDE (Transparent Data Encryption) для баз данных, шифрование резервных копий. Encryption in transit: TLS 1.2+ для всех API-вызовов, webhook'ов, UI-сессий; certificate pinning для интеграций; VPN для межсистемных обменов. Key management через HSM или KMS (HashiCorp Vault, AWS KMS, Azure Key Vault).","Шифрование — обязательное требование для compliance с GDPR, PCI DSS, HIPAA и корпоративными политиками. Утечка незашифрованных данных CMDB равносильна компрометации всей ИТ-инфраструктуры. Шифрование снижает риски утечки и обеспечивает прохождение security-аудитов."
функция,1,"Compliance с ITIL, ISO, NIST",Соответствие стандартам управления конфигурациями обеспечивает alignment CMDB с отраслевыми best practices и регуляторными требованиями.,"ITIL 4 SVC (Service Value Chain) определяет Configuration Management как обязательный компонент управления сервисами. ISO 20000 требует актуального учёта конфигураций для управления изменениями и инцидентами. NIST SP 800-53 требует CM для контроля изменений в информационных системах. PCI DSS требует учёта всех систем, обрабатывающих данные карт. CMDB должна поддерживать: актуальность данных, audit trail, access control, data quality checks, integration с change management.","Compliance с стандартами облегчает прохождение аудитов, сокращает время сертификации и снижает риски штрафов. Для regulated industries (финансы, healthcare, government) compliance является обязательным условием для получения и поддержания лицензий."
категория,1,Критерии (Архитектура),"Архитектура CMDB определяет подход к хранению и управлению конфигурационными данными. Традиционная application-centric CMDB использует реляционную модель с централизованным хранилищем. Современные подходы включают Infrastructure Lake — data lake/warehouse, агрегирующий данные из множества источников без обязательной нормализации, и hybrid approach — комбинацию федеративной CMDB и data lake для аналитики. Выбор архитектуры влияет на масштабируемость, гибкость и стоимость владения.","Traditional CMDB (application-centric): централизованное реляционное/графовое хранилище с нормализованной схемой, strong consistency, единой точкой интеграции. Подходит для стабильных on-premise сред. Infrastructure Lake: data lake (Hadoop, S3, Delta Lake) или data warehouse (Snowflake, BigQuery), агрегирующий сырые данные из множества источников с eventual consistency, schema-on-read, масштабируемой аналитикой. Подходит для cloud-native, multi-cloud, больших данных. Hybrid: федеративная CMDB для operational processes + data lake для аналитики и ML.",Выбор архитектуры определяет TCO и ROI CMDB на 3–5 лет. Традиционная CMDB проще в внедрении но ограничена масштабом. Infrastructure Lake требует больших начальных инвестиций но обеспечивает неограниченную масштабируемость и мощную аналитику. Гибридный подход обеспечивает баланс: операционная эффективность + аналитические возможности.
функция,1,Traditional CMDB (application-centric),Традиционная CMDB использует централизованное приложение с нормализованной базой данных для хранения всех конфигурационных единиц и их связей.,"Архитектура включает: application server (monolith или microservices), реляционная БД (PostgreSQL, Oracle, SQL Server) для структурированных данных, возможно графовое расширение (Neo4j) для связей, unified API layer, встроенный discovery и интеграционные адаптеры. Все данные нормализуются перед загрузкой (schema-on-write). Strong consistency обеспечивает актуальность данных для operational processes. Примеры: ServiceNow CMDB, BMC Atrium, Micro Focus UCMDB.","Традиционная CMDB проще в развёртывании и поддержании, имеет встроенные best practices и широкую экосистему интеграций. Оптимальна для организаций со стабильной on-premise инфраструктурой и зрелыми ITIL-процессами. Ограничения: масштаб (типично до 1–2 млн CI), сложность интеграции с cloud-native средами, высокая стоимость лицензий."
функция,1,Infrastructure Lake (data lake/warehouse approach),Infrastructure Lake использует архитектуру data lake или data warehouse для агрегации конфигурационных данных из множества источников без обязательной предварительной нормализации.,"Архитектура включает: ingestion layer (Kafka, Kinesis, Event Hub для сбора данных), storage layer (S3, ADLS, HDFS для raw data; Delta Lake, Iceberg для structured data), processing layer (Spark, dbt, Flink для трансформации), query layer (Athena, Presto, Snowflake для аналитики), governance layer (Data Catalog, lineage, quality). Schema-on-read позволяет гибко определять модели данных. Federation обеспечивает доступ к operational CMDB без перемещения данных.","Infrastructure Lake обеспечивает неограниченную масштабируемость, поддержку multi-cloud, IoT, CI/CD и аналитику на полном объёме данных. Подходит для cloud-native организаций и крупных enterprise с гибридной инфраструктурой. Требует высокой зрелости data engineering и больших начальных инвестиций."
функция,1,Hybrid approach,"Гибридный подход комбинирует федеративную CMDB для операционных процессов с data lake/warehouse для аналитики, обеспечивая баланс между операционной эффективностью и аналитическими возможностями.","Гибридная архитектура включает: operational CMDB (ServiceNow, BMC) для ITSM-процессов с нормализованными данными, data lake/warehouse для сырых и обогащённых данных, integration layer (ESB, iPaaS, CDC) для синхронизации, data virtualization для federation (Denodo, Dremio). Operational CMDB содержит 'golden record' — согласованные данные для операционных процессов. Data lake содержит полную историю для ML, trend analysis, capacity planning. Federation обеспечивает единый запрос к обоим хранилищам.",Гибридный подход обеспечивает лучшее из двух миров: operational efficiency традиционной CMDB + analytical power data lake. Это позволяет постепенно эволюционировать от традиционной CMDB к modern approach без disruptive migration. ROI достигается через сохранение инвестиций в существующие системы и добавление analytical capabilities.
категория,2,Критерии (Масштабируемость),"Масштабируемость CMDB определяет способность системы обрабатывать растущий объём конфигурационных данных, частоту обновлений и сложность связей без деградации производительности. Крупные enterprise имеют сотни тысяч или миллионы CI с высокой динамикой (cloud-native, containers, CI/CD). Масштабируемость охватывает: количество CI, частоту обновлений, производительность запросов и географическую распределённость.","Масштабируемость достигается через: horizontal scaling (шардинг по классам CI или сегментам), distributed deployment (multi-region, multi-datacenter), eventual consistency для распределённых записей, кэширование частых запросов (Redis, Memcached), read replicas для analytical queries, graph partitioning для large-scale dependency analysis. Для cloud-native сред поддерживается high-frequency updates (инстансы создаются/удаляются каждые минуты) через event-driven архитектуру.","Недостаточная масштабируемость приводит к деградации производительности: медленные запросы, таймауты при обновлениях, невозможность своевременного обнаружения новых активов. Это снижает доверие пользователей и вынуждает переходить к дорогостоящему апгрейду. Правильная архитектура обеспечивает рост на 10x без редизайна."
функция,3,Поддержка миллионов CI,Способность CMDB хранить и эффективно обрабатывать миллионы конфигурационных единиц — критическое требование для крупных enterprise и cloud-native сред.,"Поддержка миллионов CI требует: horizontal scaling (кластеризация, шардинг), оптимизированные индексы (B-tree для атрибутов, inverted index для поиска), graph partitioning (разделение графа связей на сегменты), columnar storage для analytical queries, data compression, archival (перемещение неактивных CI в cold storage). Бенчмарки: время запроса по ID < 10ms, полнотекстовый поиск < 1s, graph traversal (3 уровня зависимостей) < 5s. Поддержка billions связей для large-scale dependency analysis.","Крупные enterprise имеют 500K–5M+ CI (физические устройства, VM, контейнеры, сервисы, сетевые компоненты). Без масштабируемости на миллионы CI организация вынуждена использовать фрагментированные решения, что увеличивает TCO на 30–50% и снижает качество управления."
функция,2,High-frequency updates (cloud-native assets),"Поддержка высокочастотных обновлений обеспечивает актуальность CMDB для динамичных cloud-native сред, где ресурсы создаются и уничтожаются каждые минуты.","High-frequency updates обрабатываются через event-driven архитектуру: message broker (Kafka, Kinesis, Event Hub) буферизует поток событий, processing engine (Spark Streaming, Flink) обрабатывает тысячи events/second, write-optimized storage (LSM-tree, time-series) обеспечивает быструю запись. Для Kubernetes: operators отслеживают создание/удаление pod'ов и сервисов, обновляя CMDB в real-time. Conflict resolution через eventual consistency и timestamps.","Cloud-native среды генерируют 100x больше изменений чем traditional infrastructure. Без high-frequency updates CMDB отражает состояние, актуальное часами или днями ранее, что делает её бесполезной для автоматизации и принятия решений. Поддержка высокочастотных обновлений обеспечивает актуальность для DevOps и CI/CD pipelines."
функция,1,Distributed deployment,Распределённое развёртывание CMDB обеспечивает доступность и производительность для глобальных организаций с множеством регионов и дата-центров.,"Distributed deployment включает: multi-region replicas (локальные копии CMDB в каждом регионе), eventual synchronization между регионами (CRDTs, vector clocks или timestamp-based), edge nodes для сбора данных (local discovery, local processing), federation (единый query layer над распределёнными хранилищами). Conflict resolution через Data Authority Matrix (каждый регион — source of truth для local assets). Поддержка offline mode для периферийных локаций.","Для глобальных организаций с дата-центрами в 5–10+ регионов централизованная CMDB создаёт latency и единую точку отказа. Распределённое развёртывание обеспечивает локальную производительность, отказоустойчивость и compliance с data residency требованиями (GDPR, локальные регуляторы)."
функция,2,Performance при больших объёмах данных,"Производительность CMDB при больших объёмах данных определяет скорость операций: поиска, обновлений, анализа зависимостей и формирования отчётов на масштабе миллионов CI.","Performance оптимизации включают: индексация (composite indexes для частых запросов, full-text search для имен и описаний), кэширование (Redis для hot data, CDN для static content), query optimization (execution plan analysis, materialized views для отчётов), read replicas (отделение analytical от operational queries), asynchronous processing (очереди для bulk operations, background reconciliation). SLI: search < 1s, single CI lookup < 100ms, dependency traversal (5 levels) < 5s, report generation < 60s.","Низкая производительность приводит к фрустрации пользователей и отказу от использования CMDB ('слишком медленно'). Когда инженер тратит 2–3 минуты на поиск CI вместо 5 секунд, это снижает продуктивность на 30–40%. Хорошая performance обеспечивает adoption и ROI от CMDB-внедрения."
категория,2,Критерии (API),"API CMDB обеспечивает программный доступ к конфигурационным данным и функциям управления, являясь основой для интеграции с другими системами ИТ-ландшафта и автоматизации процессов. REST API является стандартом де-факто, дополняемым GraphQL для гибких запросов, webhook'ами для event-driven обновлений и SDK для programmatic access. Качество API напрямую влияет на скорость интеграции и TCO CMDB.","API layer включает: REST API (CRUD операции с CI, поиск, фильтрация, пагинация, bulk operations), GraphQL (гибкие запросы с выбором полей, nested queries для связей), webhooks (подписка на события: создание/изменение/удаление CI), programmatic access (SDK для Python, PowerShell, Go, Terraform provider). API должны поддерживать: аутентификацию (OAuth2, API keys, JWT), rate limiting, versioning (backward compatibility), comprehensive documentation (OpenAPI/Swagger), pagination для large result sets, bulk operations для массовых обновлений.","Хорошо спроектированное API сокращает время интеграции с новой системой с недель до дней и позволяет строить automated workflows, снижая manual effort на 50–70%. API-first подход обеспечивает future-proofing: новые интеграции не требуют изменений в ядре CMDB, что сокращает TCO на 20–30% в трёхлетней перспективе."
функция,3,REST API,"REST API предоставляет стандартный программный интерфейс для CRUD-операций с конфигурационными единицами, поиска, фильтрации и интеграции с внешними системами.","REST API реализует стандарт HTTP methods: GET (получение CI, поиск, фильтрация), POST (создание CI), PUT/PATCH (обновление), DELETE (удаление). Endpoints охватывают: /cmdb/ci (управление CI), /cmdb/classes (классы CI), /cmdb/relationships (связи), /cmdb/search (полнотекстовый поиск), /cmdb/bulk (массовые операции), /cmdb/reports (отчёты). Поддерживается: OAuth2/JWT аутентификация, rate limiting, pagination (cursor-based и offset-based), filtering (query parameters), sorting, field selection (sparse fieldsets), HATEOAS, OpenAPI 3.0 documentation.","REST API — стандарт де-факто для enterprise интеграций. Хорошо документированное API сокращает время интеграции для development teams на 60–70% и позволяет строить automated workflows для provisioning, monitoring integration и governance."
функция,1,GraphQL,"GraphQL предоставляет гибкий язык запросов к CMDB, позволяя клиентам точно указать, какие данные и связи им нужны, избегая over-fetching и under-fetching.","GraphQL endpoint принимает запросы с описанием требуемых полей и nested relationships: { ci(id: 'srv-001') { name, class, attributes, relationships { type, target { name, status } } } }. Это позволяет получить CI со всеми связями в одном запросе вместо множественных REST calls. Schema определяет доступные типы, поля и связи. Поддерживаются: queries, mutations (изменения), subscriptions (real-time updates), introspection (автоматическая документация), фрагментация для сложных запросов.","GraphQL сокращает количество API-вызовов на 50–70% для сложных queries (например, получение service map со всеми зависимостями). Это ускоряет загрузку dashboards и отчётов, снижает нагрузку на сеть и сервер, улучшая пользовательский опыт."
функция,2,Webhooks,"Webhook'и обеспечивают event-driven уведомления о изменениях в CMDB, позволяя внешним системам реагировать на события в real-time.","Webhooks настраиваются на события: CI created, CI updated, CI deleted, relationship changed, attribute modified, discovery completed, quality check failed. При наступлении события CMDB отправляет HTTP POST на зарегистрированный URL с payload в JSON: { event, timestamp, ci_id, changes, actor }. Поддерживается: подписка на фильтрованные события (по классу, сегменту), retry logic при недоступности получателя, подпись запросов (HMAC) для безопасности, delivery confirmation.",Webhook'и заменяют polling — внешние системы получают уведомления мгновенно вместо периодических проверок. Это сокращает latency интеграций с минут/часов до секунд и снижает нагрузку на API на 60–80%.
функция,2,Programmatic access для automation,"Программный доступ для автоматизации включает SDK, CLI, Terraform provider и другие инструменты, позволяющие интегрировать CMDB в CI/CD pipelines и infrastructure-as-code workflows.","Programmatic access включает: SDK (библиотеки для Python, PowerShell, Go, Java), CLI (command-line interface для скриптов и automation), Terraform provider (управление CI как infrastructure-as-code), Ansible modules (playbook'ы для обновления CMDB), PowerBI connector (для BI-отчётности). SDK оборачивают REST API в удобные методы с обработкой аутентификации, retry, pagination и error handling. Terraform provider позволяет декларативно определять CI и их связи в .tf файлах.","Программный доступ позволяет встраивать CMDB в существующие DevOps-практики без изменения workflows команд. Это повышает adoption CMDB и обеспечивает актуальность данных через automation, а не ручной ввод."
категория,1,Критерии (Extensibility),"Расширяемость CMDB определяет способность платформы адаптироваться под уникальные потребности организации через кастомизацию без модификации ядра системы. Extensibility включает: custom plugins, integration framework, no-code/low-code connectors и open API. Хорошая расширяемость обеспечивает future-proofing и снижает vendor lock-in, позволяя интегрировать CMDB с любой системой в ИТ-ландшафте.","Extensibility реализуется через: custom plugins/extensions (hook'и для кастомной логики: validation, enrichment, notifications), integration framework (коннекторы к популярным системам: ServiceNow, BMC, Ansible, Terraform, cloud providers), no-code/low-code connectors (визуальные builder'ы интеграций: Microsoft Power Automate, Zapier, Workato). Plugin architecture позволяет добавлять функциональность без изменения core: custom discovery adapters, custom CI classes, custom workflows, custom reports.",Расширяемость сокращает затраты на кастомизацию на 40–60% по сравнению с hard-coded changes и позволяет адаптировать CMDB под evolving потребности без vendor dependency. Это обеспечивает protection инвестиций и снижает TCO на 20–30% в долгосрочной перспективе.
функция,1,Custom plugins/extensions,Возможность разработки кастомных плагинов и расширений позволяет добавлять специфическую функциональность в CMDB без модификации ядра системы.,"Plugin architecture предоставляет hook'и (extension points) для кастомной логики: custom validation rules (дополнительные проверки при создании/изменении CI), custom enrichment (обогащение данных из внутренних систем), custom notifications (уведомления в corporate channels: Slack, Teams), custom discovery adapters (поддержка proprietary оборудования), custom workflow actions (автоматизация бизнес-процессов). Plugins разрабатываются на supported languages (Python, JavaScript, Java) и развёртываются через plugin marketplace или private repository.",Custom plugins позволяют адаптировать CMDB под уникальные требования без ожидания vendor roadmap и дорогостоящих custom development contracts. Это сокращает time-to-value для специфических интеграций с 6–12 месяцев до 2–4 недель.
функция,2,Integration framework,Интеграционный фреймворк предоставляет готовые коннекторы и шаблоны для подключения CMDB к популярным системам ИТ-ландшафта.,"Integration framework включает: pre-built connectors (ServiceNow, BMC Remedy, Jira, SAP, Oracle, Salesforce), connector templates (заготовки для быстрой разработки custom connectors), mapping tools (визуальное сопоставление полей между системами), transformation engine (нормализация данных, форматирование, конвертация типов), scheduling and monitoring (управление расписанием sync, мониторинг состояния коннекторов). Framework поддерживает стандарты: REST, SOAP, JDBC, OData, GraphQL, message queues (JMS, AMQP).",Pre-built connectors сокращают время интеграции с типичными системами с недель до дней. Standardized framework обеспечивает консистентность интеграций и снижает технический долг. Это позволяет сфокусироваться на бизнес-логике вместо разработки инфраструктуры интеграций.
функция,1,No-code/low-code connectors,No-code/low-code коннекторы позволяют business users и citizen integrators создавать интеграции CMDB с другими системами через визуальные интерфейсы без программирования.,"No-code/low-code платформы (Microsoft Power Automate, Zapier, Workato, MuleSoft Composer) предоставляют визуальные builder'ы для создания workflows: trigger (событие в CMDB или внешней системе) ? actions (создание CI, обновление атрибута, отправка уведомления) ? conditions (ветвление по условиям). Pre-built templates для типичных сценариев: CMDB ? ITSM (sync инцидентов), CMDB ? monitoring (добавление новых CI), CMDB ? HR (обновление владельцев).",No-code подход democratizes интеграцию: business analysts могут создавать workflows без привлечения development teams. Это сокращает time-to-market для новых интеграций на 70–80% и разгружает ИТ-департамент от рутинных запросов на automation.
Итого (категории),,,,,
